1324780494232391680, 2020-11-06 18:25:22, True
1324780486091251713, 2020-11-06 18:25:21, True
1324460876259274752, 2020-11-05 18:35:41, True
1324446109205471232, 2020-11-05 20:18:54, False
1324160836299096067, 2020-11-04 19:06:22, True
1324035263878864896, 2020-11-04 07:40:20, True
1323984331329675266, 2020-11-04 08:09:12, True
1323964866961485829, 2020-11-04 05:50:59, True
1323868444157161472, 2020-11-04 05:05:52, True
1323868304944046081, 2020-11-04 05:14:45, True
1323825511265718272, 2020-11-04 03:12:52, False
1323821995210014722, 2020-11-04 01:08:17, True
1323757059758825479, 2020-11-03 22:40:51, False
1323749146717802504, 2020-11-03 22:09:25, False
1323635150920572928, 2020-11-03 14:36:26, False
1323633733111611397, 2020-11-03 13:53:42, True
1323438937529004033, 2020-11-02 23:13:01, True
1323437527475363846, 2020-11-03 01:31:09, False
1323418980648771584, 2020-11-03 00:12:00, True
1323376212132077568, 2020-11-02 21:27:30, False
