138087,0.8
384347,4.3
236827,0.2
417042,0.7
417953,4.2
77767,0.6
73703,0.4
125036,0.8
18708,2.0
60530,4.6
160126,3.8
398733,2.5
151709,0.7
423784,4.5
423785,2.4
195155,0.8
423786,4.1
423787,2.1
1530,0.6
423788,0.9
423789,2.0
423790,1.5
423791,0.2
390994,3.8
423792,1.6
149225,4.4
423793,1.0
423794,0.4
423795,4.9
92255,1.6
423796,1.2
423797,2.3
423798,1.1
423799,2.3
423800,4.0
423801,1.8
423802,1.6
423803,2.3
423804,2.1
423805,0.6
423806,2.0
423807,4.8
423808,1.4
423809,1.4
423810,0.6
423811,4.2
423812,2.2
423813,0.5
140293,0.2
423814,0.1
423815,1.3
423816,4.3
423817,1.2
423818,4.5
423819,0.4
423820,4.3
423821,1.1
423822,1.0
423823,1.0
423824,1.8
423825,4.4
423826,0.2
423827,0.4
423828,0.2
423829,2.7
423830,1.2
423831,2.6
423832,2.1
423833,0.0
423834,4.3
423835,2.2
423836,2.8
423837,1.3
423838,1.0
423839,0.4
423840,1.8
423841,4.8
423842,1.4
423843,1.5
423844,3.4
423845,5.0
423846,2.0
423847,2.2
423848,0.2
423849,1.0
423850,1.9
423851,0.7
423852,0.5
423853,3.8
423854,3.8
423855,3.8
423856,4.3
423857,3.9
21645,3.8
423858,0.4
423859,4.6
423860,1.2
423861,2.8
423862,1.2
423863,4.1
134547,4.1
423864,4.2
423865,3.8
21604,4.9
47642,4.2
423866,0.2
423867,0.6
423868,1.3
423869,2.9
423870,0.4
423871,1.3
423872,3.8
423873,0.5
423874,1.9
423875,1.9
423876,3.6
423877,0.4
423878,0.6
423879,1.8
423880,0.6
423881,1.1
423882,1.6
423883,4.4
423884,0.3
423885,2.8
423886,0.7
423887,3.6
423888,0.3
423889,0.5
423890,1.0
423891,0.2
423892,4.5
423893,1.3
423894,1.9
423895,0.2
423896,1.4
423897,1.6
423898,2.2
423899,3.2
423900,1.1
423901,0.6
423902,1.1
423903,0.6
423904,2.0
30597,4.6
423905,2.5
423906,0.4
423907,1.6
423908,1.4
423909,4.8
423910,1.5
423911,0.4
423912,3.8
423913,4.4
423914,1.7
423915,2.3
423916,1.2
395634,1.8
423917,1.6
423918,1.0
423919,0.8
423920,1.0
423921,0.8
423922,4.8
423923,1.6
423924,1.8
423925,0.9
423926,2.1
177089,0.4
423927,4.4
423928,0.8
423929,0.6
423930,1.0
423931,5.0
423932,1.3
423933,1.0
138150,3.2
423934,0.5
423935,3.8
423936,0.4
423937,1.8
423938,0.5
423939,0.9
423940,1.4
423941,2.2
423942,0.3
423943,2.0
423944,1.6
423945,1.2
407167,4.6
423946,0.6
96375,1.6
423947,1.9
423948,0.6
423949,1.1
166098,1.4
423950,4.5
423951,0.5
423952,0.4
423953,0.4
423954,1.7
423955,0.6
423956,3.0
423957,1.7
423958,1.8
423959,2.7
423960,1.4
423961,1.4
423962,0.8
423963,0.8
223563,2.3
423964,1.0
85590,2.2
423965,2.2
384133,0.2
423966,0.9
423967,1.1
423968,1.4
423969,2.0
423970,2.1
419662,0.7
423971,1.0
418034,1.0
423972,1.4
423973,0.0
423974,2.0
423975,1.0
423976,3.0
164521,3.7
423977,0.8
423978,1.4
423979,1.2
423980,1.4
423981,4.6
423982,5.0
423983,1.8
423984,1.1
423985,3.6
423986,0.3
423987,0.6
54148,4.8
130868,0.6
59250,3.9
1192,0.6
423988,3.9
423989,2.0
423990,1.4
423991,0.8
81337,2.9
423992,3.8
423993,1.8
423994,0.3
423995,0.0
423996,1.0
423997,4.8
423998,0.6
423999,4.2
424000,4.1
553,0.6
424001,1.4
398817,1.0
424002,1.8
424003,4.6
424004,0.6
424005,1.2
424006,3.6
424007,0.8
424008,1.3
424009,1.4
424010,0.2
424011,0.4
424012,2.3
424013,0.6
424014,2.0
415720,3.6
424015,3.0
424016,0.7
424017,1.6
424018,0.6
424019,1.9
424020,0.6
424021,0.6
48434,1.2
424022,3.8
424023,0.5
424024,4.1
424025,0.8
424026,0.1
424027,0.8
424028,2.5
424029,2.8
424030,4.6
424031,1.0
424032,1.2
424033,0.4
424034,3.5
424035,0.6
424036,0.2
424037,2.1
424038,0.5
424039,0.4
424040,0.7
424041,2.9
424042,0.8
417072,0.4
424043,0.8
424044,0.3
424045,2.2
424046,1.6
424047,4.1
424048,0.2
424049,1.2
424050,1.6
125156,0.6
424051,5.0
424052,4.0
424053,4.8
424054,1.4
424055,0.4
424056,0.9
424057,1.0
29718,1.6
424058,4.1
424059,1.0
36909,0.5
424060,2.4
424061,1.0
424062,0.2
424063,3.6
424064,1.0
423721,4.0
424065,1.2
138116,0.4
424066,0.6
424067,4.1
424068,3.6
424069,2.0
424070,2.2
424071,1.6
424072,4.1
424073,0.5
424074,2.0
190999,2.2
424075,1.6
424076,0.3
424077,0.6
424078,0.8
424079,3.8
424080,1.0
424081,0.8
424082,4.4
424083,0.2
7649,5.0
424084,0.2
424085,0.6
58791,1.5
424086,0.7
424087,1.8
424088,1.0
424089,1.1
424090,3.8
424091,3.6
237540,0.9
424092,1.9
424093,2.2
424094,2.0
424095,1.3
89770,0.2
424096,0.4
394758,0.4
424097,1.6
424098,4.0
424099,1.2
424100,1.2
424101,1.0
391800,0.9
424102,1.1
32013,2.2
424103,4.4
424104,1.6
424105,4.2
424106,1.8
424107,1.8
424108,1.4
424109,0.1
424110,2.3
424111,4.8
424112,0.5
424113,1.0
424114,0.3
424115,0.2
424116,4.4
424117,1.3
424118,1.2
424119,1.2
424120,0.6
10508,0.7
