B4ZJVdRHjas,2019-11-03 06:16:54,676730,4670,0
B4VQECMHmVq,2019-11-01 17:59:05,128163,2453,0
B4TeL-AHfHE,2019-11-01 01:23:40,768976,5906,2
B4S5HCLHmOB,2019-10-31 19:59:41,519177,3684,0
B4QZ5gtnTHF,2019-10-30 20:54:52,232370,2383,0
B4N4bVankvi,2019-10-29 21:17:31,544394,1944,0
B4LQ3YvnZPz,2019-10-28 20:53:20,434716,3816,0
B4DJIakHouB,2019-10-25 17:11:50,1566717,24872,4
B4BFnSVneIq,2019-10-24 22:08:26,636768,5872,0
B3-cevvhuHu,2019-10-23 21:25:38,263772,3606,0
B37v_PtnC6N,2019-10-22 20:19:20,268533,3710,0
B37c4LRHb49,2019-10-22 17:30:27,364337,1485,0
B327XflHHF_,2019-10-20 23:20:40,1142797,8916,0
B30ax4MHfE0,2019-10-19 23:57:26,1300268,8427,0
B3xt6gSHw9l,2019-10-18 22:46:55,356217,2404,0
B3vQPJFn5en,2019-10-17 23:49:06,735826,5557,0
B3u5YZpHNik,2019-10-17 20:42:36,216269,1855,0
B3ubCV5HmVI,2019-10-17 16:04:14,1280417,10397,0
B3snVHSHAWj,2019-10-16 23:14:52,234787,2350,0
B3sK5tBH2jD,2019-10-16 19:05:10,450442,5107,0
B3rvx9unkPG,2019-10-16 15:08:41,335696,6578,1
B3qLdFDH5ey,2019-10-16 00:31:07,168466,1858,0
B3pmFBdHGER,2019-10-15 19:04:31,168180,1145,0
B3pKU6KH3pA,2019-10-15 15:02:01,361973,5106,0
B3mlbK7HosZ,2019-10-14 15:01:05,521699,10322,1
B3iz5UmnOeS,2019-10-13 03:50:34,718374,4956,0
B3h2vQbnYzH,2019-10-12 18:56:10,588865,4651,0
B3dsXWvn7-b,2019-10-11 04:08:34,230765,1884,0
B3dJygZHDuX,2019-10-10 23:06:26,345948,2431,0
B3bJ_LtHG1n,2019-10-10 04:29:41,868107,5942,2
B3YNahHHqh0,2019-10-09 01:01:55,453607,3358,0
B3XPDNxHH8D,2019-10-08 15:56:58,88656,645,0
B3K9msMnckV,2019-10-03 21:33:38,590894,4962,1
B3F2DT5H4Q8,2019-10-01 21:51:26,1034109,9072,2
B3FIDTdHCXP,2019-10-01 15:09:29,169089,1409,0
B27utkzHMCp,2019-09-27 23:34:54,184514,2080,0
B263d8Tn3_H,2019-09-27 15:32:10,201334,1646,0
B2zo7Bcndka,2019-09-24 20:10:23,172511,1604,0
B2pdDf_nBDC,2019-09-20 21:15:50,111527,1162,0
B2ok58xHb7I,2019-09-20 13:03:38,143409,1452,0
B2kSKIpnraq,2019-09-18 21:02:51,769080,6702,0
B2j8EO6Hgk1,2019-09-18 17:50:37,770208,8710,0
B2hpYYUnI1Q,2019-09-17 20:28:03,181566,1332,0
B2gKjhKHgEM,2019-09-17 06:39:27,173820,1555,0
B2f828FH4-9,2019-09-17 04:39:46,765574,2935,0
B2ZeqtqHEru,2019-09-14 16:23:41,243073,3400,0
B2W6KbAn94R,2019-09-13 16:23:03,213064,2185,0
B2P_gIGHBv2,2019-09-10 23:55:01,240868,1410,0
B2NU4vuA88b,2019-09-09 23:04:10,251912,2095,0
B2FjAyPHvQU,2019-09-06 22:33:40,649286,4906,0
B2AMS2cHKOw,2019-09-04 20:40:21,194462,1978,0
B19xLJzHc0_,2019-09-03 22:09:51,109072,944,0
B19JccSHks_,2019-09-03 16:16:53,147671,1096,0
B16ezkVnDe1,2019-09-02 15:25:16,642097,3821,0
B1zJiT0nCIs,2019-08-30 19:04:44,474714,3327,0
B1y0l-zHeTJ,2019-08-30 16:03:32,265211,3034,0
B1xihszHP2N,2019-08-30 04:05:21,244916,2344,0
B1wfKoFg5TP,2019-08-29 18:16:01,151960,1363,0
B1uIvJxnV72,2019-08-28 20:28:22,117589,791,0
B1sqKClH5fx,2019-08-28 06:35:49,372419,6536,0
B1rpYcYHMnt,2019-08-27 21:09:05,138283,808,0
B1rcbJknHIr,2019-08-27 19:17:00,108969,686,0
B1pF3y5HBdu,2019-08-26 21:21:22,117392,1372,0
B1ovhchnAmA,2019-08-26 18:05:01,433886,2740,1
B1exJRVHf0r,2019-08-22 21:11:37,1692150,23392,0
B1enEMMngj-,2019-08-22 19:38:43,1383156,6905,4
B1b3P7LHh3x,2019-08-21 18:02:24,214634,1109,0
B1al4-HHfS1,2019-08-21 06:11:29,606004,3525,2
B1Z-C48nfVQ,2019-08-21 00:23:18,207030,1257,0
B1W6-hMHhsK,2019-08-19 19:58:46,165149,1302,0
B1R66avnXEE,2019-08-17 21:22:01,250758,2412,0
B1O47BEno6v,2019-08-16 17:07:46,378767,3948,0
B1KFoYpHVSZ,2019-08-14 20:21:45,583690,4847,0
B1Hec5lHHlf,2019-08-13 20:04:22,156646,2315,0
B1HSRtkno19,2019-08-13 18:14:31,147817,1049,0
B09JGODn2B_,2019-08-09 20:56:06,198010,2313,0
B07dk0OnnzE,2019-08-09 04:02:22,781625,6070,1
B07I1TBnEEw,2019-08-09 01:01:33,245438,2231,0
B060Ni9HPHq,2019-08-08 22:01:23,255959,2966,0
B06hncJn9mP,2019-08-08 19:19:21,447719,5522,0
B04gtqmH4PO,2019-08-08 00:32:04,730810,6951,0
B03z9XSnm77,2019-08-07 18:01:00,789414,8264,2
B03mLWCHbfL,2019-08-07 16:00:34,204688,1908,1
B02GFZXHM9p,2019-08-07 02:00:54,317778,3073,0
B01_L3THQnl,2019-08-07 01:00:37,192999,1870,1
B01jvmVgTT9,2019-08-06 21:00:49,367909,5785,0
B01V7Q3gZLh,2019-08-06 19:00:05,167687,1248,0
B0yc1m7n8ET,2019-08-05 16:02:45,289223,2679,0
B0d16GeHHwP,2019-07-28 15:57:46,632086,5700,0
B0TZmFdnidN,2019-07-24 14:37:58,912645,6569,0
B0Rwlpmneky,2019-07-23 23:20:24,158415,1255,0
B0FYvwAnKsU,2019-07-19 04:02:00,225613,2949,0
Bz-7vSMnlc3,2019-07-16 15:52:16,138534,1197,0
Bz9CTOfHVfZ,2019-07-15 22:14:39,2026737,31461,0
BztZj0bnV7r,2019-07-09 20:26:31,155648,1836,0
Bzb40nun_eI,2019-07-03 01:13:22,230540,2079,0
BzSC-sqHFH3,2019-06-29 05:34:03,184499,2376,1
BzQ_aXLHj2Z,2019-06-28 19:39:18,746556,5880,0
BzLpR1ynHla,2019-06-26 17:49:41,191853,2076,1
BzJqiH7n6aF,2019-06-25 23:23:34,83266,923,0
BzG1ZXRA86E,2019-06-24 20:59:22,223445,1946,0
By-zM6An9Ro,2019-06-21 18:06:16,272511,2189,0
By9ZS6cHfxV,2019-06-21 05:00:40,618875,3216,0
By5-416HdzC,2019-06-19 21:14:10,290106,2825,0
By36WOSH5xe,2019-06-19 01:54:02,510374,2875,0
By3hOygHFbP,2019-06-18 22:14:34,344818,3727,0
By3MpL7npod,2019-06-18 19:14:47,409000,3511,0
By0mq_6Hem9,2019-06-17 19:05:56,380433,3015,0
Byz6pB5HAiQ,2019-06-17 12:39:38,2876737,49457,11
ByzUvVBHNrp,2019-06-17 07:08:27,339049,1725,0
Bys2C1-H5Pr,2019-06-14 18:44:47,800928,5214,0
ByqFebNn8ew,2019-06-13 17:01:54,190346,1201,0
ByoYhJqH2G4,2019-06-13 01:09:49,271156,2274,0
Bynwuw7noQS,2019-06-12 19:22:09,358220,2364,0
Bylq5qjHUwj,2019-06-11 23:52:44,1541073,43165,37
BylndwHHxFR,2019-06-11 23:27:03,122220,1469,0
BylFCkQnTp4,2019-06-11 18:21:54,220434,1460,0
ByjKBlAnc-T,2019-06-11 00:26:58,359374,1544,0
Byg9188HJmN,2019-06-10 04:02:02,462746,2763,0
Bya0-cag29o,2019-06-07 18:50:30,256261,2557,0
ByX--7KnKho,2019-06-06 16:18:50,714400,5337,1
ByVpza7HzE9,2019-06-05 18:35:39,107735,820,0
ByTYWPHH1yc,2019-06-04 21:24:16,180325,1224,0
ByRVCqGHyos,2019-06-04 02:16:54,642933,4240,0
ByLXldoHAs8,2019-06-01 18:43:41,932201,5972,0
ByJZWvsnb-r,2019-06-01 00:20:41,311017,2001,0
ByJAtEynPLF,2019-05-31 20:46:12,219688,2070,0
ByIqBJ-nwF9,2019-05-31 17:27:02,143992,1878,0
ByHOCgqn4PO,2019-05-31 04:03:19,980883,11231,0
ByG0B3vHozU,2019-05-31 00:16:02,771550,4763,0
ByGIpCxnDWS,2019-05-30 17:57:37,168480,3176,0
ByEvm68HJSS,2019-05-30 04:58:55,677946,5733,0
ByDdr0sHhKb,2019-05-29 17:04:10,391522,9189,0
ByArO74Hjji,2019-05-28 15:03:44,914591,22566,5
Bx265txHxtR,2019-05-24 20:08:14,172915,1556,0
Bx0-DWWnbw8,2019-05-24 01:57:17,161880,2469,0
